predictions,labels
9.842945098876953,13.1
9.957255363464355,11.5
7.800572872161865,10.3
8.431496620178223,10.9
10.976452827453613,5.5
9.837003707885742,6.7
11.319458961486816,12.1
8.534427642822266,6.5
2.235816240310669,3.0
6.6895647048950195,5.6
9.854110717773438,13.1
8.424234390258789,11.9
7.070958137512207,10.0
8.001112937927246,10.0
9.528215408325195,11.4
9.995124816894531,14.9
9.009328842163086,12.6
9.632875442504883,10.9
7.237788200378418,4.8
4.284770965576172,4.7
6.943049907684326,7.6
6.7182698249816895,5.6
7.229666709899902,6.0
7.744018077850342,7.6
4.7559685707092285,6.3
4.747001647949219,8.0
6.266372203826904,7.5
7.432857036590576,7.6
7.641243934631348,7.4
7.400643825531006,7.9
8.033721923828125,7.7
7.588082313537598,10.6
7.537454605102539,13.6
7.523314952850342,10.3
9.474327087402344,10.3
9.964273452758789,15.1
10.55483627319336,30.2
8.508524894714355,16.0
8.98842716217041,8.2
7.585237503051758,12.3
9.600746154785156,16.0
7.079783916473389,12.2
4.9833903312683105,6.3
7.586122512817383,6.6
8.184696197509766,6.2
6.685985088348389,7.7
7.085756778717041,7.9
6.842998504638672,10.5
6.68564510345459,8.0
3.300199270248413,4.8
5.190258502960205,4.0
3.964244842529297,5.2
4.2652740478515625,5.5
3.0936787128448486,3.4
3.537520170211792,6.5
6.746094226837158,7.5
5.267585277557373,6.3
6.9688615798950195,5.5
7.142307758331299,6.9
7.549685478210449,5.9
7.7687835693359375,4.1
5.315750598907471,3.0
6.58195686340332,3.1
7.036995887756348,4.7
6.711386680603027,5.4
7.343311786651611,7.4
7.615017890930176,6.3
9.057640075683594,7.8
6.738468647003174,5.9
10.343935012817383,4.5
10.918304443359375,7.6
9.156400680541992,2.9
7.617123603820801,2.1
5.71343994140625,2.8
8.355137825012207,3.9
4.859423637390137,1.8
6.128958702087402,4.5
5.934866905212402,7.6
5.733235836029053,2.9
5.524454593658447,2.1
5.308936595916748,2.8
8.823664665222168,3.5
4.893409729003906,3.2
5.623429298400879,1.8
3.6671388149261475,1.4
6.177536487579346,5.2
8.196721076965332,7.7
10.141979217529297,10.6
9.632441520690918,9.2
9.221369743347168,7.2
10.969487190246582,9.2
10.12710952758789,8.4
8.2522611618042,9.7
10.147076606750488,10.6
9.481881141662598,12.3
6.305212020874023,6.6
6.659197807312012,5.9
5.847458839416504,9.2
7.4306159019470215,11.7
8.133591651916504,12.5
5.051248073577881,9.0
3.714386224746704,2.4
4.742384910583496,5.5
7.871289253234863,9.0
