date,humidity,pressure,sunshine,wnd_spd10,wnd_dir10,wnd_spd80,wnd_dir80,hum_max,hum_min,press_max,press_min,wnd_spd_max10,wnd_spd_min10,wnd_spd_max80,wnd_spd_min80,temp_max,temp_avg,temp_min,wnd_spd_max,wnd_spd_min,precipitation_avg,PM10,PM2.5
2018-08-07,52.04,1012.46,324.24,5.01,163.0,5.67,182.43,73.0,31.0,1014.0,1010.6,10.13,3.26,10.8,1.43,84,72,59,12,0,0.0,44,16.0
2018-08-08,54.62,1014.15,614.95,3.99,217.01,5.86,233.74,77.0,48.0,1015.7,1011.9,6.83,0.0,11.43,0.45,84,74,64,14,0,0.0,33,13.5
2018-08-09,63.12,1015.12,472.76,9.88,190.53,12.36,194.11,80.0,32.0,1021.3,1011.6,17.45,1.7,22.89,0.92,82,73,64,16,0,0.0,23,7.3
2018-08-10,61.04,1023.82,634.56,3.74,169.1,4.73,177.85,80.0,44.0,1025.7,1021.9,8.3,0.5,12.93,1.61,85,73,61,14,0,0.0,25,8.0
2018-08-11,46.71,1022.97,710.77,4.21,264.59,4.8,284.72,64.0,34.0,1024.6,1020.9,8.41,0.32,8.71,0.32,79,71,62,16,0,0.0,19,7.1
2018-08-12,52.46,1016.29,850.83,3.67,131.81,4.21,150.93,67.0,36.0,1021.2,1011.8,8.49,0.0,8.85,0.0,79,71,62,14,0,0.0,19,7.9
2018-08-13,68.46,1012.28,84.13,5.64,197.05,8.62,245.66,79.0,50.0,1013.9,1010.5,10.33,1.36,14.4,2.69,78,72,66,15,0,0.0,19,8.5
2018-08-14,68.71,1016.69,425.11,4.96,255.11,6.51,267.29,86.0,51.0,1019.6,1014.1,8.06,2.72,10.53,3.59,77,72,66,12,0,0.0,18,6.8
2018-08-15,57.0,1019.17,861.62,2.91,123.11,3.16,138.81,77.0,38.0,1020.5,1017.7,4.25,0.89,5.59,0.92,78,71,63,14,0,0.0,23,7.9
2018-08-16,56.33,1015.92,858.57,5.27,120.83,7.32,119.02,78.0,36.0,1018.8,1013.1,8.49,2.3,11.57,4.03,79,71,63,13,0,0.0,28,12.6
2018-08-17,64.88,1015.64,362.36,6.56,211.67,8.32,227.09,81.0,46.0,1019.9,1013.6,16.37,2.69,18.39,2.85,78,72,65,15,0,0.0,29,14.9
2018-08-18,65.29,1020.59,741.41,3.63,167.85,4.57,179.37,84.0,45.0,1021.8,1019.6,8.16,0.89,8.91,0.22,77,72,66,15,4,0.0,30,15.7
2018-08-19,59.29,1020.99,813.29,2.68,216.72,3.26,206.44,82.0,37.0,1022.7,1019.3,5.32,0.22,7.39,0.71,77,72,67,14,4,0.0,30,15.8
2018-08-20,53.96,1019.49,846.09,2.7,182.14,2.87,230.62,68.0,36.0,1021.0,1017.5,5.0,0.45,5.5,0.0,78,70,62,15,0,0.0,35,19.0
2018-08-21,60.21,1018.28,823.75,2.07,95.06,2.91,107.98,83.0,41.0,1019.8,1016.6,4.47,0.22,8.14,0.22,77,70,63,15,0,0.0,29,16.5
2018-08-22,55.0,1016.95,804.33,3.08,142.09,4.37,167.77,73.0,36.0,1018.1,1015.6,5.22,0.0,8.32,0.5,77,69,61,15,0,0.0,27,14.7
2018-08-23,51.38,1014.58,406.65,4.95,180.47,5.95,190.87,64.0,34.0,1016.8,1012.4,8.42,1.92,13.62,0.89,77,69,60,15,0,0.0,32,21.2
2018-08-24,64.17,1013.92,532.25,7.35,257.1,10.06,270.6,76.0,51.0,1014.9,1012.7,15.09,3.04,16.72,5.7,76,68,59,14,0,0.0,52,37.7
2018-08-25,66.79,1014.92,26.93,8.26,259.41,11.03,268.87,83.0,51.0,1017.7,1013.9,12.88,3.23,14.68,6.44,75,68,61,13,0,0.0,36,24.4
2018-08-26,56.58,1017.8,752.81,4.23,121.25,4.66,149.65,82.0,33.0,1019.9,1015.5,7.29,0.92,11.86,0.95,75,70,65,16,0,0.0,30,16.7
2018-08-27,55.04,1016.73,162.77,5.72,189.29,6.84,205.97,65.0,37.0,1018.5,1015.9,10.66,0.5,11.63,0.5,75,65,54,14,0,0.0,30,13.3
2018-08-30,70.12,1020.42,529.79,8.36,266.36,10.53,249.16,86.0,51.0,1021.9,1018.9,11.63,0.71,15.44,2.98,82,68,54,14,0,0.0,31,10.1
2018-08-31,85.17,1020.47,0.0,6.33,302.87,7.78,282.73,96.0,74.0,1021.6,1019.7,12.15,1.5,16.8,0.45,79,68,57,12,0,0.0,37,13.6
